date,rainfall_mm,temp_mean_C,temp_max_C,temp_min_C,humidity_pct,pressure_kPa,wind_speed_ms,year,month
1998-03-12,4.07,29.56,36.18,24.81,73.05,99.71,1.2,1998,3
1998-03-13,3.8,28.25,32.78,25.27,77.72,99.75,1.91,1998,3
1998-03-14,2.94,27.63,32.39,24.46,77.69,99.86,1.51,1998,3
1998-03-15,3.21,28.0,33.11,24.1,76.15,99.85,1.11,1998,3
1998-03-16,3.0,28.99,34.85,24.38,71.97,99.76,0.81,1998,3
1998-03-17,0.3,29.38,35.39,24.92,68.65,99.79,0.82,1998,3
1998-03-18,0.23,30.54,38.4,24.4,64.7,99.74,0.93,1998,3
1998-03-19,0.32,30.02,36.17,25.61,70.9,99.81,1.39,1998,3
1998-03-20,0.28,29.84,35.51,26.14,70.6,99.81,1.1,1998,3
1998-03-21,0.38,29.24,33.85,25.64,74.0,99.69,1.15,1998,3
1998-03-22,0.35,29.12,33.18,25.8,75.12,99.69,1.14,1998,3
1998-03-23,0.38,29.98,35.9,25.56,71.03,99.67,1.1,1998,3
1998-03-24,0.32,29.34,33.96,26.11,74.47,99.69,1.1,1998,3
1998-03-25,0.32,29.32,33.61,26.06,73.42,99.73,1.32,1998,3
1998-03-26,0.4,29.11,33.52,26.18,74.2,99.72,1.61,1998,3
1998-03-27,1.93,28.33,32.53,25.19,77.92,99.79,1.76,1998,3
1998-03-28,1.01,28.9,34.09,25.26,74.28,99.78,1.55,1998,3
1998-03-29,1.1,29.42,35.11,25.24,73.59,99.7,1.38,1998,3
1998-03-30,1.32,28.7,32.31,25.97,79.18,99.82,1.01,1998,3
1998-03-31,0.84,29.25,34.31,25.56,75.65,99.82,1.22,1998,3
1998-04-01,1.53,29.44,34.81,25.29,73.59,99.84,1.25,1998,4
1998-04-02,4.43,28.1,31.91,25.73,84.19,99.88,1.39,1998,4
1998-04-03,2.1,28.17,32.69,25.18,78.79,99.87,1.06,1998,4
1998-04-04,3.91,28.61,34.05,24.78,77.2,99.87,1.21,1998,4
1998-04-05,2.67,28.75,33.95,25.07,77.84,99.87,1.35,1998,4
1998-04-06,1.44,28.54,32.8,25.59,78.25,99.91,1.18,1998,4
1998-04-07,1.7,29.49,36.05,24.67,74.11,99.86,1.36,1998,4
1998-04-08,2.72,28.44,32.59,25.35,78.85,99.85,1.05,1998,4
1998-04-09,1.93,28.67,33.9,25.09,79.53,99.73,1.38,1998,4
1998-04-10,2.97,28.68,33.69,25.39,78.85,99.64,1.37,1998,4
1998-04-11,2.66,28.07,31.84,25.4,81.41,99.69,1.03,1998,4
1998-04-12,3.25,27.94,32.56,25.1,82.19,99.76,1.55,1998,4
1998-04-13,2.38,27.76,31.8,24.95,80.79,99.75,1.45,1998,4
1998-04-14,2.25,29.37,36.19,24.73,73.56,99.69,1.61,1998,4
1998-04-15,2.96,28.64,33.63,25.12,76.82,99.8,1.41,1998,4
1998-04-16,2.88,29.52,35.9,24.56,74.68,99.85,1.28,1998,4
1998-04-17,9.12,28.62,33.1,25.55,81.7,99.83,1.42,1998,4
1998-04-18,13.22,27.58,30.87,25.68,88.09,99.82,1.29,1998,4
1998-04-19,6.92,27.14,30.49,25.07,87.15,99.87,1.1,1998,4
1998-04-20,3.21,28.59,34.21,24.11,77.83,99.82,0.99,1998,4
1998-04-21,4.21,28.88,33.98,25.11,79.8,99.74,0.91,1998,4
1998-04-22,10.91,28.31,32.94,25.91,85.35,99.78,1.18,1998,4
1998-04-23,18.97,27.72,31.87,24.89,85.71,99.8,1.01,1998,4
1998-04-24,12.85,27.54,31.28,24.91,87.97,99.78,1.21,1998,4
1998-04-25,6.51,27.97,32.29,25.05,84.22,99.78,1.0,1998,4
1998-04-26,0.79,28.44,33.37,24.63,80.61,99.69,1.22,1998,4
1998-04-27,2.49,28.16,32.51,24.7,83.54,99.63,1.22,1998,4
1998-04-28,2.54,27.59,30.82,25.4,87.28,99.65,0.95,1998,4
1998-04-29,2.64,27.76,31.57,24.86,86.5,99.73,1.19,1998,4
1998-04-30,4.06,27.16,29.95,25.35,90.29,99.81,0.95,1998,4
1998-05-01,4.8,26.64,29.55,24.66,88.55,99.79,0.74,1998,5
1998-05-02,2.56,26.44,29.92,23.92,86.83,99.84,0.94,1998,5
1998-05-03,4.22,27.49,31.83,24.58,84.94,99.83,0.82,1998,5
1998-05-04,5.58,26.53,29.14,24.75,90.76,99.85,0.98,1998,5
1998-05-05,3.2,27.28,31.42,23.9,84.99,99.79,1.08,1998,5
1998-05-06,10.17,27.11,30.85,24.2,87.35,99.76,1.17,1998,5
1998-05-07,18.88,26.17,28.45,24.83,93.52,99.86,1.28,1998,5
1998-05-08,7.67,26.39,29.57,24.11,90.49,100.03,1.07,1998,5
1998-05-09,9.95,26.53,30.06,24.34,90.24,100.15,1.35,1998,5
1998-05-10,8.52,26.17,29.55,23.94,90.43,100.13,1.43,1998,5
1998-05-11,1.11,26.85,30.81,23.85,86.9,100.03,1.12,1998,5
1998-05-12,2.9,26.94,31.29,23.54,86.38,100.1,1.33,1998,5
1998-05-13,1.24,26.99,31.23,23.85,84.84,100.13,0.96,1998,5
1998-05-14,0.19,27.15,31.85,23.06,81.7,100.01,1.03,1998,5
1998-05-15,0.32,27.37,32.37,23.24,81.08,99.88,1.2,1998,5
1998-05-16,2.82,27.6,32.61,23.74,81.94,99.82,1.16,1998,5
1998-05-17,4.85,27.76,32.68,24.19,83.45,99.88,1.09,1998,5
1998-05-18,1.92,27.8,32.09,24.18,82.03,100.06,0.89,1998,5
1998-05-19,4.94,27.77,31.96,24.46,84.7,100.08,0.88,1998,5
1998-05-20,4.97,26.6,29.29,24.8,88.74,100.08,0.95,1998,5
1998-05-21,5.6,26.58,29.68,24.27,88.16,100.07,0.67,1998,5
1998-05-22,4.09,27.08,30.64,24.45,86.77,100.17,1.21,1998,5
1998-05-23,4.7,27.49,32.31,23.8,83.42,100.19,0.97,1998,5
1998-05-24,2.98,26.91,30.3,24.29,86.22,100.12,1.04,1998,5
1998-05-25,2.23,27.49,32.47,23.86,81.95,100.08,1.08,1998,5
1998-05-26,3.88,27.35,31.8,24.23,84.87,100.0,1.11,1998,5
1998-05-27,4.46,27.14,31.57,24.21,85.4,100.02,1.37,1998,5
1998-05-28,2.1,26.96,30.74,24.38,86.24,100.07,1.2,1998,5
1998-05-29,3.11,26.99,31.25,24.35,87.11,100.02,1.43,1998,5
1998-05-30,4.67,27.0,31.24,24.25,86.44,99.97,1.5,1998,5
1998-05-31,4.18,26.93,31.08,24.32,85.8,99.97,1.47,1998,5
1998-06-01,9.11,26.1,29.42,24.09,89.78,100.17,1.31,1998,6
1998-06-02,20.14,25.5,28.74,23.47,90.97,100.2,1.41,1998,6
1998-06-03,9.37,25.04,27.85,22.95,91.34,100.17,1.06,1998,6
1998-06-04,7.62,25.23,28.82,22.4,88.6,100.28,0.88,1998,6
1998-06-05,1.18,25.37,28.7,22.6,88.87,100.31,0.71,1998,6
1998-06-06,3.65,26.09,30.17,23.19,87.83,100.29,1.22,1998,6
1998-06-07,0.76,26.11,30.29,23.36,85.21,100.19,1.56,1998,6
1998-06-08,0.26,25.97,30.36,22.74,82.24,100.18,1.47,1998,6
1998-06-09,0.16,26.07,31.2,21.52,80.36,100.22,1.26,1998,6
1998-06-10,0.72,26.22,31.48,22.19,80.71,100.19,1.16,1998,6
1998-06-11,0.07,26.66,32.12,22.11,78.51,100.13,1.08,1998,6
1998-06-12,2.16,27.01,31.65,23.33,81.53,100.13,0.84,1998,6
1998-06-13,10.52,26.53,29.62,24.24,88.31,100.18,1.02,1998,6
1998-06-14,12.04,25.56,28.33,23.26,90.03,100.15,0.92,1998,6
1998-06-15,3.52,25.17,29.62,22.38,87.2,100.07,1.13,1998,6
1998-06-16,2.84,25.82,29.79,22.62,86.26,100.1,0.99,1998,6
1998-06-17,2.81,26.84,31.49,23.07,84.19,100.09,0.85,1998,6
1998-06-18,2.73,25.82,28.49,23.83,90.12,100.08,0.83,1998,6
1998-06-19,1.54,25.61,28.76,23.41,89.1,99.93,1.32,1998,6
1998-06-20,13.01,25.23,28.29,22.98,90.94,100.12,1.31,1998,6
1998-06-21,7.02,25.01,28.3,22.51,89.92,100.19,1.28,1998,6
1998-06-22,8.53,25.36,28.9,22.67,89.19,100.14,0.69,1998,6
1998-06-23,0.81,25.7,29.44,22.68,86.5,100.12,0.81,1998,6
1998-06-24,0.94,26.3,30.92,22.67,84.19,100.1,1.23,1998,6
1998-06-25,3.66,26.12,30.65,23.06,85.84,100.15,1.41,1998,6
1998-06-26,8.38,25.18,29.2,23.05,89.2,100.19,1.55,1998,6
1998-06-27,9.87,24.08,26.14,22.85,94.01,100.23,1.57,1998,6
1998-06-28,7.11,25.11,29.3,22.27,89.09,100.25,1.16,1998,6
1998-06-29,7.46,25.02,28.87,22.14,90.26,100.19,1.2,1998,6
1998-06-30,3.24,24.62,27.63,22.69,91.18,100.28,1.01,1998,6
1998-07-01,1.51,25.14,28.97,22.33,86.12,100.26,1.01,1998,7
1998-07-02,2.79,25.0,28.83,22.33,87.67,100.25,1.39,1998,7
1998-07-03,1.87,25.02,28.95,22.4,86.57,100.22,1.45,1998,7
1998-07-04,1.51,25.08,29.25,21.75,86.11,100.15,1.43,1998,7
1998-07-05,1.23,25.42,30.14,21.88,84.56,100.09,1.64,1998,7
1998-07-06,1.53,25.44,30.2,22.27,84.34,100.08,1.58,1998,7
1998-07-07,0.69,25.61,30.45,22.31,82.27,100.14,1.41,1998,7
1998-07-08,0.83,25.61,30.32,22.48,82.81,100.16,1.31,1998,7
1998-07-09,2.62,24.8,27.95,22.87,87.47,100.23,1.37,1998,7
1998-07-10,5.1,25.22,29.8,22.15,86.41,100.23,1.61,1998,7
1998-07-11,3.24,24.93,28.82,22.55,86.99,100.19,1.86,1998,7
1998-07-12,6.91,24.29,28.1,22.23,88.33,100.15,2.02,1998,7
1998-07-13,2.38,24.2,28.35,21.73,86.83,100.2,1.56,1998,7
1998-07-14,0.84,24.93,29.95,21.27,83.29,100.19,1.49,1998,7
1998-07-15,0.6,24.18,27.1,21.91,86.36,100.25,1.3,1998,7
1998-07-16,0.79,24.5,28.74,21.51,83.69,100.24,1.55,1998,7
1998-07-17,0.05,24.97,29.53,21.36,80.97,100.22,1.23,1998,7
1998-07-18,0.78,25.28,30.61,21.42,79.69,100.18,1.62,1998,7
1998-07-19,1.79,23.55,26.04,21.86,87.46,100.24,1.35,1998,7
1998-07-20,4.79,23.71,28.04,21.25,87.23,100.22,1.77,1998,7
1998-07-21,6.13,23.81,28.43,21.23,85.64,100.15,2.0,1998,7
1998-07-22,1.53,24.19,29.16,20.81,83.68,100.11,1.74,1998,7
1998-07-23,2.13,24.66,29.97,20.43,82.71,100.1,0.99,1998,7
1998-07-24,3.25,24.43,29.07,21.37,85.32,100.07,1.38,1998,7
1998-07-25,0.39,25.0,30.44,21.18,78.75,100.04,1.51,1998,7
1998-07-26,0.24,24.99,30.38,20.89,76.47,100.14,1.59,1998,7
1998-07-27,0.21,25.34,31.87,19.98,75.1,100.24,1.55,1998,7
1998-07-28,0.41,24.93,30.41,20.86,76.2,100.34,1.67,1998,7
1998-07-29,0.39,24.99,30.25,21.4,74.72,100.23,1.91,1998,7
1998-07-30,0.37,24.62,29.1,21.47,78.42,100.19,1.82,1998,7
1998-07-31,1.03,24.56,29.7,21.58,80.64,100.24,1.81,1998,7
1998-08-01,1.25,24.14,28.28,21.31,83.1,100.14,1.73,1998,8
1998-08-02,1.14,24.64,29.5,21.11,79.51,100.15,1.85,1998,8
1998-08-03,0.45,25.04,30.85,20.53,75.99,100.26,1.76,1998,8
1998-08-04,0.71,24.66,29.65,20.88,76.59,100.27,1.7,1998,8
1998-08-05,3.24,24.01,28.16,21.26,82.45,100.29,1.86,1998,8
1998-08-06,1.61,24.8,30.34,20.5,77.69,100.26,1.72,1998,8
1998-08-07,0.37,25.28,30.95,20.52,75.86,100.23,1.43,1998,8
1998-08-08,0.79,25.21,29.82,21.6,77.08,100.09,1.58,1998,8
1998-08-09,2.01,25.53,30.95,21.62,76.84,100.11,1.5,1998,8
1998-08-10,3.86,25.08,30.23,21.8,82.46,100.11,1.35,1998,8
1998-08-11,8.21,24.4,28.42,22.23,86.25,100.18,1.82,1998,8
1998-08-12,12.15,24.59,29.61,21.59,85.28,100.24,2.05,1998,8
1998-08-13,7.08,24.73,30.17,21.28,83.0,100.22,1.88,1998,8
1998-08-14,4.39,24.48,30.0,21.1,81.61,100.1,1.76,1998,8
1998-08-15,3.92,23.89,28.4,21.22,83.05,100.13,1.94,1998,8
1998-08-16,3.72,24.33,29.77,20.55,80.82,100.19,1.66,1998,8
1998-08-17,1.5,24.96,31.13,19.87,77.26,100.09,1.3,1998,8
1998-08-18,4.54,23.49,27.26,21.15,85.8,99.99,1.58,1998,8
1998-08-19,1.29,24.57,29.88,21.15,79.45,100.06,1.71,1998,8
1998-08-20,0.24,25.37,31.84,20.36,74.53,100.17,1.27,1998,8
1998-08-21,0.21,25.29,31.68,20.1,73.83,100.17,1.56,1998,8
1998-08-22,0.64,25.64,32.05,20.28,74.33,100.12,1.44,1998,8
1998-08-23,1.42,24.99,30.28,21.5,78.48,100.02,1.77,1998,8
1998-08-24,1.41,24.23,27.93,22.0,81.6,99.99,1.57,1998,8
1998-08-25,0.62,25.19,31.13,20.82,75.03,100.02,1.46,1998,8
1998-08-26,0.15,25.61,32.01,20.27,72.85,100.06,1.51,1998,8
1998-08-27,0.15,26.29,33.05,21.41,71.39,100.05,0.66,1998,8
1998-08-28,0.65,25.88,32.13,21.63,75.61,100.02,1.46,1998,8
1998-08-29,0.61,24.47,27.14,22.39,81.5,100.12,1.46,1998,8
1998-08-30,1.39,25.23,30.92,21.31,79.58,100.19,1.81,1998,8
1998-08-31,1.01,25.67,31.0,21.83,76.8,100.13,1.82,1998,8
1998-09-01,0.71,25.91,31.54,21.93,74.31,100.07,2.06,1998,9
1998-09-02,0.85,25.12,29.59,22.11,77.28,100.13,1.75,1998,9
1998-09-03,0.28,25.24,29.94,21.94,75.25,100.15,1.69,1998,9
1998-09-04,0.33,25.04,29.69,21.45,76.4,100.16,1.5,1998,9
1998-09-05,0.44,25.6,31.72,21.28,75.18,100.11,1.73,1998,9
1998-09-06,0.68,25.69,31.26,21.52,73.69,100.09,1.97,1998,9
1998-09-07,0.35,25.38,30.53,21.44,75.85,100.07,1.69,1998,9
1998-09-08,0.72,26.87,34.0,21.08,71.35,99.97,1.05,1998,9
1998-09-09,0.32,26.8,32.41,22.46,71.91,99.97,0.84,1998,9
1998-09-10,1.58,25.86,31.62,22.63,77.81,100.02,1.64,1998,9
1998-09-11,4.33,25.31,30.3,22.08,81.09,100.06,1.49,1998,9
1998-09-12,0.93,26.57,33.45,22.27,75.09,99.91,1.36,1998,9
1998-09-13,3.15,26.52,33.02,22.49,75.61,99.93,1.41,1998,9
1998-09-14,5.69,25.38,31.23,22.18,81.84,100.04,1.77,1998,9
1998-09-15,5.72,25.31,30.77,22.17,81.26,100.13,1.57,1998,9
1998-09-16,4.78,25.05,29.19,21.98,83.57,100.14,1.19,1998,9
1998-09-17,4.09,25.08,30.06,22.18,82.91,100.06,1.72,1998,9
1998-09-18,2.41,24.92,29.53,22.4,83.33,100.07,1.67,1998,9
1998-09-19,3.11,25.96,32.22,21.64,78.37,100.05,1.69,1998,9
1998-09-20,3.48,25.04,29.69,21.89,82.93,100.11,1.44,1998,9
1998-09-21,2.4,25.72,31.22,21.91,79.23,100.09,1.45,1998,9
1998-09-22,2.64,26.08,32.03,22.12,78.45,100.03,1.83,1998,9
1998-09-23,3.79,25.46,30.23,22.22,80.62,100.12,1.57,1998,9
1998-09-24,7.31,25.77,31.12,21.95,80.23,100.2,1.25,1998,9
1998-09-25,5.46,25.9,30.83,22.32,80.52,100.14,0.95,1998,9
1998-09-26,8.62,26.13,32.13,22.41,80.43,100.03,1.08,1998,9
1998-09-27,5.21,25.29,30.06,22.01,82.54,100.03,1.38,1998,9
1998-09-28,1.45,26.25,32.49,21.56,76.54,100.07,1.43,1998,9
1998-09-29,2.62,26.44,32.46,22.16,76.36,100.03,1.08,1998,9
1998-09-30,6.99,25.06,29.23,23.05,85.8,100.04,1.34,1998,9
1998-10-01,4.71,25.57,30.22,22.67,82.72,100.12,1.46,1998,10
1998-10-02,2.13,26.26,32.34,22.0,78.57,100.12,0.97,1998,10
1998-10-03,5.88,26.47,32.51,22.68,79.04,100.1,1.21,1998,10
1998-10-04,9.6,25.77,31.63,22.55,83.51,100.0,1.61,1998,10
1998-10-05,10.3,25.28,30.0,22.56,85.51,99.98,1.33,1998,10
1998-10-06,8.05,25.87,31.52,22.15,83.25,99.96,1.05,1998,10
1998-10-07,7.89,25.59,30.77,22.9,84.19,100.04,1.83,1998,10
1998-10-08,5.04,24.55,27.88,22.57,87.2,100.01,1.75,1998,10
1998-10-09,1.06,25.39,30.5,22.39,81.66,99.99,1.51,1998,10
1998-10-10,0.59,25.7,30.88,21.58,77.32,100.03,1.17,1998,10
1998-10-11,6.2,25.44,29.98,21.49,82.33,100.06,0.98,1998,10
1998-10-12,7.38,25.58,30.49,22.84,87.08,99.94,1.39,1998,10
1998-10-13,4.76,25.37,29.9,22.72,86.32,99.99,1.33,1998,10
1998-10-14,2.72,26.26,31.83,22.23,79.91,100.02,1.29,1998,10
1998-10-15,6.17,26.65,32.43,22.56,79.76,99.95,0.81,1998,10
1998-10-16,7.75,26.11,31.5,22.73,84.14,99.9,1.21,1998,10
1998-10-17,4.19,26.29,31.86,22.6,82.41,99.96,1.27,1998,10
1998-10-18,9.26,26.08,31.39,22.76,84.95,100.01,1.28,1998,10
1998-10-19,15.16,24.54,27.57,22.9,91.0,100.04,1.49,1998,10
1998-10-20,8.32,25.41,30.35,22.32,86.76,100.03,0.75,1998,10
1998-10-21,6.84,25.68,30.39,22.45,85.72,100.1,1.02,1998,10
1998-10-22,9.6,25.9,30.82,22.61,86.4,100.12,0.89,1998,10
1998-10-23,13.25,25.36,28.69,23.45,90.5,100.1,1.06,1998,10
1998-10-24,17.87,24.75,27.62,23.01,92.01,100.06,1.15,1998,10
1998-10-25,7.23,24.95,28.17,22.91,90.95,100.11,0.85,1998,10
1998-10-26,4.59,25.57,29.56,22.34,88.5,100.12,0.77,1998,10
1998-10-27,4.5,25.81,30.11,22.48,87.64,100.14,0.85,1998,10
1998-10-28,1.46,26.23,31.26,22.4,83.36,100.03,0.78,1998,10
1998-10-29,1.87,26.04,31.15,22.33,83.91,100.02,0.91,1998,10
1998-10-30,2.47,26.17,31.06,22.32,82.93,99.99,0.76,1998,10
1998-10-31,1.22,26.42,31.26,22.74,83.84,99.95,0.96,1998,10
1998-11-01,1.31,26.49,31.19,22.86,84.14,99.94,0.99,1998,11
1998-11-02,0.48,26.76,31.45,23.24,81.97,99.89,0.74,1998,11
1998-11-03,0.97,27.09,32.15,23.27,81.04,99.87,0.59,1998,11
1998-11-04,1.24,26.78,31.36,23.57,82.28,99.87,1.06,1998,11
1998-11-05,1.21,26.87,31.93,23.0,81.09,99.91,1.02,1998,11
1998-11-06,0.71,26.81,31.47,23.31,82.56,99.93,1.03,1998,11
1998-11-07,1.05,27.1,32.03,23.38,80.81,99.86,0.93,1998,11
1998-11-08,0.82,27.08,32.25,23.15,79.31,99.87,0.97,1998,11
1998-11-09,0.86,26.87,31.35,23.55,80.65,99.93,0.98,1998,11
1998-11-10,1.14,26.36,30.34,23.75,81.0,100.03,0.85,1998,11
1998-11-11,0.38,26.43,31.32,22.74,79.18,99.95,0.77,1998,11
1998-11-12,1.04,27.04,32.48,22.77,77.78,99.91,1.04,1998,11
1998-11-13,1.97,27.48,33.38,22.94,76.99,99.92,1.01,1998,11
1998-11-14,3.2,27.21,32.66,23.44,79.51,99.77,1.1,1998,11
1998-11-15,7.71,26.27,30.85,23.55,86.44,99.79,0.98,1998,11
1998-11-16,4.44,26.14,30.3,23.0,84.08,99.88,1.04,1998,11
1998-11-17,3.07,26.83,32.14,23.09,80.8,99.84,0.71,1998,11
1998-11-18,2.43,27.06,32.34,23.22,80.13,99.73,0.85,1998,11
1998-11-19,2.26,27.1,32.23,23.29,79.87,99.74,0.97,1998,11
1998-11-20,2.2,26.04,29.88,23.2,84.93,99.81,0.83,1998,11
1998-11-21,1.94,26.77,31.7,22.99,80.95,99.84,0.79,1998,11
1998-11-22,4.39,25.7,28.48,23.81,88.5,99.94,0.92,1998,11
1998-11-23,5.98,26.7,31.33,23.51,83.74,99.81,0.65,1998,11
1998-11-24,4.51,26.63,31.41,23.28,84.28,99.79,1.09,1998,11
1998-11-25,3.87,26.94,32.73,22.94,81.48,99.79,0.97,1998,11
1998-11-26,8.57,26.38,30.85,23.47,85.01,99.77,1.01,1998,11
1998-11-27,2.17,26.56,31.12,22.94,82.77,99.78,0.79,1998,11
1998-11-28,1.3,26.93,31.48,23.61,80.67,99.74,0.9,1998,11
1998-11-29,3.41,26.82,31.88,23.53,81.33,99.72,0.98,1998,11
1998-11-30,3.55,26.41,31.08,23.09,82.13,99.65,0.98,1998,11
1998-12-01,2.52,26.55,31.39,23.13,82.4,99.7,0.96,1998,12
1998-12-02,0.18,26.88,31.7,23.18,80.0,99.79,1.05,1998,12
1998-12-03,0.21,27.36,32.33,23.65,77.56,99.81,0.99,1998,12
1998-12-04,0.37,27.47,32.3,23.62,76.81,99.9,1.05,1998,12
1998-12-05,0.24,26.88,30.82,23.86,80.79,99.92,0.76,1998,12
1998-12-06,0.42,27.28,32.3,23.32,78.64,99.93,0.84,1998,12
1998-12-07,0.76,26.84,30.82,23.73,81.01,99.9,1.02,1998,12
1998-12-08,0.96,26.93,31.42,23.79,79.39,99.9,0.76,1998,12
1998-12-09,0.29,26.26,29.93,23.54,81.49,99.94,1.05,1998,12
1998-12-10,0.26,27.1,32.49,22.83,76.16,99.92,0.94,1998,12
1998-12-11,0.71,27.11,31.28,23.94,77.75,99.94,0.58,1998,12
1998-12-12,2.75,26.62,30.47,23.94,82.76,99.99,0.81,1998,12
1998-12-13,1.84,26.95,32.16,23.48,79.81,99.97,0.83,1998,12
1998-12-14,0.67,27.4,33.16,23.64,74.22,100.04,0.77,1998,12
1998-12-15,0.04,27.17,33.11,23.11,71.38,100.02,0.76,1998,12
1998-12-16,0.06,27.16,34.14,21.95,67.46,99.99,0.84,1998,12
1998-12-17,0.3,27.57,34.34,22.78,68.1,99.95,0.58,1998,12
1998-12-18,0.68,27.64,34.11,22.99,70.98,99.86,0.7,1998,12
1998-12-19,0.38,27.74,34.45,22.77,67.33,99.85,0.82,1998,12
1998-12-20,0.16,27.16,34.77,21.1,61.82,99.8,1.07,1998,12
1998-12-21,0.3,27.6,34.49,22.69,68.04,99.72,0.77,1998,12
1998-12-22,0.07,27.26,33.44,22.69,71.88,99.76,0.96,1998,12
1998-12-23,0.48,28.05,34.51,23.24,70.71,99.8,0.92,1998,12
1998-12-24,0.54,28.38,34.64,23.47,69.95,99.83,0.69,1998,12
1998-12-25,0.52,28.0,33.38,23.71,72.77,99.84,0.93,1998,12
1998-12-26,0.65,28.08,34.02,23.73,71.43,99.85,0.94,1998,12
1998-12-27,0.61,28.09,34.56,23.31,71.97,99.75,1.05,1998,12
1998-12-28,1.11,27.79,33.1,23.85,73.2,99.78,0.71,1998,12
1998-12-29,0.81,27.41,32.29,23.73,75.5,99.93,1.09,1998,12
1998-12-30,0.77,26.79,30.75,23.63,78.47,99.99,0.95,1998,12
1998-12-31,0.47,27.05,31.66,23.42,76.25,99.96,0.62,1998,12
1999-01-01,4.37,28.09,34.04,24.14,72.33,99.84,0.76,1999,1
1999-01-02,5.62,26.28,29.13,23.91,84.79,99.83,0.55,1999,1
1999-01-03,2.17,26.77,31.24,23.28,80.25,99.72,0.65,1999,1
1999-01-04,4.28,27.67,33.81,23.34,77.7,99.61,0.95,1999,1
1999-01-05,6.1,27.38,32.71,23.7,80.18,99.62,1.17,1999,1
1999-01-06,0.99,26.27,30.26,23.66,79.56,99.73,0.98,1999,1
1999-01-07,0.92,26.69,32.06,22.18,76.28,99.77,0.97,1999,1
1999-01-08,0.42,27.37,32.75,23.28,72.94,99.74,0.65,1999,1
1999-01-09,0.96,26.23,30.13,23.56,78.87,99.75,1.22,1999,1
1999-01-10,1.35,27.4,32.64,23.56,76.13,99.71,1.11,1999,1
1999-01-11,0.77,26.8,30.96,23.85,78.06,99.7,0.65,1999,1
1999-01-12,0.68,26.7,30.72,23.65,79.91,99.74,0.85,1999,1
1999-01-13,0.92,26.97,31.38,23.8,79.71,99.84,0.89,1999,1
1999-01-14,0.6,27.0,31.61,23.86,79.01,99.85,1.28,1999,1
1999-01-15,0.56,27.65,33.27,23.17,74.59,99.81,1.37,1999,1
1999-01-16,1.1,26.1,28.48,24.43,84.1,99.89,1.21,1999,1
1999-01-17,1.25,26.63,30.48,23.8,81.51,99.89,0.94,1999,1
1999-01-18,0.92,26.56,31.02,23.31,80.21,99.89,1.22,1999,1
1999-01-19,0.72,27.1,33.01,22.59,75.98,99.85,1.44,1999,1
1999-01-20,0.99,27.62,33.54,23.08,72.38,99.9,1.23,1999,1
1999-01-21,1.1,26.41,30.43,23.29,77.42,100.0,0.94,1999,1
1999-01-22,1.08,26.27,29.97,23.58,78.26,99.99,0.64,1999,1
1999-01-23,0.97,26.29,30.3,23.57,77.17,99.96,1.0,1999,1
1999-01-24,1.13,27.94,34.95,22.45,69.93,99.75,1.01,1999,1
1999-01-25,0.86,28.11,34.52,23.08,71.71,99.72,0.97,1999,1
1999-01-26,0.26,28.66,35.7,23.06,70.24,99.68,1.12,1999,1
1999-01-27,0.62,28.82,35.38,23.68,68.04,99.67,0.98,1999,1
1999-01-28,0.56,28.11,34.96,23.17,71.44,99.64,1.34,1999,1
1999-01-29,0.36,27.84,34.09,23.81,74.02,99.78,1.64,1999,1
1999-01-30,0.88,27.97,34.01,24.18,71.31,99.83,1.46,1999,1
1999-01-31,2.75,27.06,32.27,24.41,75.96,99.73,0.87,1999,1
1999-02-01,3.53,26.59,31.02,23.53,81.82,99.61,1.16,1999,2
1999-02-02,4.86,26.3,30.53,23.13,82.17,99.71,1.0,1999,2
1999-02-03,2.57,27.57,33.65,22.6,71.44,99.73,0.75,1999,2
1999-02-04,1.73,28.47,35.09,23.77,67.36,99.7,1.03,1999,2
1999-02-05,0.57,28.75,35.96,23.73,66.32,99.79,0.85,1999,2
1999-02-06,0.05,27.19,34.64,22.42,47.64,99.94,1.41,1999,2
1999-02-07,0.0,26.29,35.6,18.68,40.74,99.97,1.08,1999,2
1999-02-08,0.0,27.12,35.8,20.86,48.87,99.99,0.93,1999,2
1999-02-09,0.0,28.33,36.82,21.69,64.78,99.99,1.15,1999,2
1999-02-10,0.32,28.08,34.53,23.75,71.63,99.95,1.36,1999,2
1999-02-11,0.3,27.41,31.69,23.86,74.09,99.83,0.99,1999,2
1999-02-12,0.3,28.55,34.35,23.91,70.5,99.74,1.19,1999,2
1999-02-13,0.78,27.11,30.69,24.37,79.38,99.81,1.34,1999,2
1999-02-14,0.45,27.58,32.63,23.76,75.47,99.76,1.2,1999,2
1999-02-15,6.8,27.07,31.56,23.56,80.87,99.65,1.51,1999,2
1999-02-16,3.15,26.5,30.93,23.71,78.73,99.73,1.28,1999,2
1999-02-17,1.61,26.37,30.8,23.2,78.45,99.78,0.77,1999,2
1999-02-18,1.31,26.45,30.85,23.77,79.02,99.86,0.78,1999,2
1999-02-19,5.71,27.14,32.41,23.23,77.15,99.93,1.04,1999,2
1999-02-20,0.14,27.27,33.13,22.69,68.64,99.87,0.82,1999,2
1999-02-21,0.15,28.28,34.77,23.25,68.86,99.81,0.87,1999,2
1999-02-22,0.09,28.73,35.55,23.14,68.15,99.77,0.91,1999,2
